,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
25,Shot Chart Detail,0022100029,377,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,11,10,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-31,55,1,0,20211023,TOR,DAL
26,Shot Chart Detail,0022100029,509,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,0,3,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-6,1,1,20211023,TOR,DAL
27,Shot Chart Detail,0022100029,542,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,9,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,-2,1,1,20211023,TOR,DAL
28,Shot Chart Detail,0022100029,593,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,6,45,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,38,1,0,20211023,TOR,DAL
29,Shot Chart Detail,0022100029,626,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,2,36,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211023,TOR,DAL
30,Shot Chart Detail,0022100046,11,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,11,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,47,41,1,0,20211025,TOR,CHI
31,Shot Chart Detail,0022100046,46,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,7,28,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,37,1,1,20211025,TOR,CHI
32,Shot Chart Detail,0022100046,56,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,6,38,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,31,1,0,20211025,TOR,CHI
33,Shot Chart Detail,0022100046,69,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,5,42,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,0,20211025,TOR,CHI
34,Shot Chart Detail,0022100046,205,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,7,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-116,226,1,1,20211025,TOR,CHI
35,Shot Chart Detail,0022100046,299,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,0,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,0,20211025,TOR,CHI
36,Shot Chart Detail,0022100046,303,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,0,0,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,14,1,0,20211025,TOR,CHI
37,Shot Chart Detail,0022100046,316,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,11,8,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-1,1,0,20211025,TOR,CHI
38,Shot Chart Detail,0022100046,319,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,11,5,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-1,1,0,20211025,TOR,CHI
39,Shot Chart Detail,0022100046,368,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,6,50,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,240,31,1,0,20211025,TOR,CHI
40,Shot Chart Detail,0022100046,552,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,5,42,Made Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,57,1,1,20211025,TOR,CHI
41,Shot Chart Detail,0022100046,590,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,2,28,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1,1,1,20211025,TOR,CHI
42,Shot Chart Detail,0022100058,23,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,10,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,-181,173,1,0,20211027,TOR,IND
43,Shot Chart Detail,0022100058,293,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,4,54,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,13,1,1,20211027,TOR,IND
44,Shot Chart Detail,0022100058,336,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,2,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,2,1,0,20211027,TOR,IND
45,Shot Chart Detail,0022100058,354,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,0,47,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,11,1,1,20211027,TOR,IND
46,Shot Chart Detail,0022100058,379,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,10,54,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,-123,15,1,0,20211027,TOR,IND
47,Shot Chart Detail,0022100058,389,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,10,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,40,1,1,20211027,TOR,IND
48,Shot Chart Detail,0022100058,420,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,5,51,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,91,32,1,0,20211027,TOR,IND
49,Shot Chart Detail,0022100058,607,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,5,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,14,1,0,20211027,TOR,IND
50,Shot Chart Detail,0022100058,672,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,1,37,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,15,1,1,20211027,TOR,IND
51,Shot Chart Detail,0022100071,23,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,10,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,55,260,1,0,20211029,TOR,ORL
52,Shot Chart Detail,0022100071,60,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,6,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,165,213,1,0,20211029,TOR,ORL
53,Shot Chart Detail,0022100071,222,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,6,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-4,155,1,0,20211029,TOR,ORL
54,Shot Chart Detail,0022100071,244,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,20,1,1,20211029,TOR,ORL
55,Shot Chart Detail,0022100071,323,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,11,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,161,27,1,0,20211029,TOR,ORL
56,Shot Chart Detail,0022100071,335,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,10,7,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,26,1,0,20211029,TOR,ORL
57,Shot Chart Detail,0022100071,337,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,10,6,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,4,1,1,20211029,TOR,ORL
58,Shot Chart Detail,0022100071,355,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,8,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,104,141,1,1,20211029,TOR,ORL
59,Shot Chart Detail,0022100071,376,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,6,15,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,15,1,1,20211029,TOR,ORL
60,Shot Chart Detail,0022100081,31,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,9,25,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,230,26,1,0,20211030,IND,TOR
61,Shot Chart Detail,0022100081,271,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,118,262,1,0,20211030,IND,TOR
62,Shot Chart Detail,0022100081,285,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,-1,1,1,20211030,IND,TOR
63,Shot Chart Detail,0022100081,297,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,3,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,43,1,0,20211030,IND,TOR
64,Shot Chart Detail,0022100081,309,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,2,34,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,13,1,1,20211030,IND,TOR
65,Shot Chart Detail,0022100081,326,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,1,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,19,1,0,20211030,IND,TOR
66,Shot Chart Detail,0022100081,330,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,0,57,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,41,1,0,20211030,IND,TOR
67,Shot Chart Detail,0022100081,346,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,11,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,4,1,0,20211030,IND,TOR
68,Shot Chart Detail,0022100081,382,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,8,51,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,28,1,0,20211030,IND,TOR
69,Shot Chart Detail,0022100099,36,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,8,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,169,5,1,0,20211101,NYK,TOR
70,Shot Chart Detail,0022100099,66,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,5,43,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-1,1,1,20211101,NYK,TOR
71,Shot Chart Detail,0022100099,73,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,4,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,88,225,1,0,20211101,NYK,TOR
72,Shot Chart Detail,0022100099,314,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,43,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,27,1,0,20211101,NYK,TOR
73,Shot Chart Detail,0022100099,238,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,0,20211101,NYK,TOR
74,Shot Chart Detail,0022100099,247,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,4,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,10,1,0,20211101,NYK,TOR
75,Shot Chart Detail,0022100099,479,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,23,1,0,20211101,NYK,TOR
76,Shot Chart Detail,0022100099,481,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,26,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,2,1,0,20211101,NYK,TOR
77,Shot Chart Detail,0022100099,520,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,6,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,127,146,1,0,20211101,NYK,TOR
78,Shot Chart Detail,0022100112,7,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,11,43,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20211103,WAS,TOR
79,Shot Chart Detail,0022100112,80,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,4,44,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,30,1,0,20211103,WAS,TOR
80,Shot Chart Detail,0022100112,83,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,4,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,26,1,0,20211103,WAS,TOR
81,Shot Chart Detail,0022100112,246,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,11,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,0,20211103,WAS,TOR
82,Shot Chart Detail,0022100112,289,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,2,0,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,-60,62,1,0,20211103,WAS,TOR
83,Shot Chart Detail,0022100112,291,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,1,58,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,67,40,1,0,20211103,WAS,TOR
84,Shot Chart Detail,0022100112,293,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,1,56,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,76,50,1,0,20211103,WAS,TOR
85,Shot Chart Detail,0022100112,451,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,1,4,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,37,1,1,20211103,WAS,TOR
86,Shot Chart Detail,0022100112,508,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,-82,163,1,0,20211103,WAS,TOR
87,Shot Chart Detail,0022100127,11,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,10,59,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-11,64,1,1,20211105,TOR,CLE
88,Shot Chart Detail,0022100127,41,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,7,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-211,115,1,0,20211105,TOR,CLE
89,Shot Chart Detail,0022100127,289,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,0,56,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211105,TOR,CLE
90,Shot Chart Detail,0022100139,79,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,5,1,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,33,92,1,0,20211107,TOR,BKN
91,Shot Chart Detail,0022100139,81,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,4,58,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,15,1,1,20211107,TOR,BKN
92,Shot Chart Detail,0022100139,106,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,0,20211107,TOR,BKN
93,Shot Chart Detail,0022100139,111,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,2,46,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-6,136,1,1,20211107,TOR,BKN
94,Shot Chart Detail,0022100139,222,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,5,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,211,137,1,1,20211107,TOR,BKN
95,Shot Chart Detail,0022100139,386,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,5,17,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-233,22,1,0,20211107,TOR,BKN
96,Shot Chart Detail,0022100139,458,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,56,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-33,129,1,1,20211107,TOR,BKN
97,Shot Chart Detail,0022100139,479,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,50,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,16,1,1,20211107,TOR,BKN
98,Shot Chart Detail,0022100139,484,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-4,142,1,0,20211107,TOR,BKN
99,Shot Chart Detail,0022100139,486,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,3,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,1,20211107,TOR,BKN
100,Shot Chart Detail,0022100139,490,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,7,30,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,70,41,1,0,20211107,TOR,BKN
101,Shot Chart Detail,0022100160,63,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,6,16,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20211110,BOS,TOR
102,Shot Chart Detail,0022100160,114,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,2,45,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-45,101,1,0,20211110,BOS,TOR
103,Shot Chart Detail,0022100160,116,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,2,42,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,121,40,1,0,20211110,BOS,TOR
104,Shot Chart Detail,0022100160,495,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,9,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,15,1,0,20211110,BOS,TOR
105,Shot Chart Detail,0022100171,11,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,11,2,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,-96,-8,1,0,20211111,PHI,TOR
106,Shot Chart Detail,0022100171,100,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,24,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,12,1,0,20211111,PHI,TOR
